ID;Class;Order;Family;Genus;Species
M120;Mammalia;Rodentia;Muridae;Meriones;tamariscinus
M121;Mammalia;Rodentia;Muridae;Meriones;tristami
M122;Mammalia;Rodentia;Muridae;Meriones;vinogradovi
M127;Mammalia;Rodentia;Muridae;Micromys;minutus
M157;Mammalia;Rodentia;Muridae;Mus;cypriacus
M158;Mammalia;Rodentia;Muridae;Mus;macedonicus
M159;Mammalia;Rodentia;Muridae;Mus;musculus
M160;Mammalia;Rodentia;Muridae;Mus;spicilegus
M161;Mammalia;Rodentia;Muridae;Mus;spretus
M229;Mammalia;Rodentia;Muridae;Rhombomys;opimus
M289;Mammalia;Rodentia;Muridae;Tatera;indica
M107;Mammalia;Rodentia;Sciuridae;Marmota;baibacina
M108;Mammalia;Rodentia;Sciuridae;Marmota;boback
M109;Mammalia;Rodentia;Sciuridae;Marmota;marmota
M218;Mammalia;Rodentia;Sciuridae;Pteromys;volans
M234;Mammalia;Rodentia;Sciuridae;Sciurus;anomalus
M235;Mammalia;Rodentia;Sciuridae;Sciurus;vulgaris
M268;Mammalia;Rodentia;Sciuridae;Spermophilus;citellus
M269;Mammalia;Rodentia;Sciuridae;Spermophilus;fulvus
M270;Mammalia;Rodentia;Sciuridae;Spermophilus;major
M271;Mammalia;Rodentia;Sciuridae;Spermophilus;musicus
M272;Mammalia;Rodentia;Sciuridae;Spermophilus;pygmaeus
M273;Mammalia;Rodentia;Sciuridae;Spermophilus;suslicus
M274;Mammalia;Rodentia;Sciuridae;Spermophilus;taurensis
M275;Mammalia;Rodentia;Sciuridae;Spermophilus;xanthoprymnus
M288;Mammalia;Rodentia;Sciuridae;Tamias;sibiricus
M259;Mammalia;Rodentia;Spalacidae;Spalax;arenarius
M260;Mammalia;Rodentia;Spalacidae;Spalax;ehrenbergi
M261;Mammalia;Rodentia;Spalacidae;Spalax;giganteus
M262;Mammalia;Rodentia;Spalacidae;Spalax;graecus
M263;Mammalia;Rodentia;Spalacidae;Spalax;leucodon
M264;Mammalia;Rodentia;Spalacidae;Spalax;microphtalmus
M265;Mammalia;Rodentia;Spalacidae;Spalax;nehringi
M266;Mammalia;Rodentia;Spalacidae;Spalax;uralensis
M267;Mammalia;Rodentia;Spalacidae;Spalax;zemni
R138;Reptilia;Squamata;Agamidae;Laudakia;caucasia
R139;Reptilia;Squamata;Agamidae;Laudakia;stellio
R159;Reptilia;Squamata;Agamidae;Phrynocephalus;guttatus
R160;Reptilia;Squamata;Agamidae;Phrynocephalus;helioscopus
R161;Reptilia;Squamata;Agamidae;Phrynocephalus;mystaceus
R162;Reptilia;Squamata;Agamidae;Phrynocephalus;persicus
R200;Reptilia;Squamata;Agamidae;Trapelus;agilis
R201;Reptilia;Squamata;Agamidae;Trapelus;lessonae
R17;Reptilia;Squamata;Amphisbaenidae;Blanus;cinereus
R18;Reptilia;Squamata;Amphisbaenidae;Blanus;strauchi
R13;Reptilia;Squamata;Anguidae;Anguis;cephallonica
R14;Reptilia;Squamata;Anguidae;Anguis;fragilis
R186;Reptilia;Squamata;Anguidae;Pseudopus;apodus
R88;Reptilia;Squamata;Boidae;Eryx;jaculus
R89;Reptilia;Squamata;Boidae;Eryx;miliaris
R220;Reptilia;Squamata;Chamaeleonidae;Chamaeleo;africanus
R27;Reptilia;Squamata;Chamaeleonidae;Chamaeleo;chamaeleon
R28;Reptilia;Squamata;Colubridae;Coronella;austriaca
R29;Reptilia;Squamata;Colubridae;Coronella;girondica
R219;Reptilia;Squamata;Colubridae;Dolichophis;caspius
R104;Reptilia;Squamata;Colubridae;Dolichophis;cypriensis
R221;Reptilia;Squamata;Colubridae;Dolichophis;jugularis
R225;Reptilia;Squamata;Colubridae;Dolichophis;schmidti
R59;Reptilia;Squamata;Colubridae;Eirenis;aurolineatus
R60;Reptilia;Squamata;Colubridae;Eirenis;barani
R62;Reptilia;Squamata;Colubridae;Eirenis;coronella
R252;Reptilia;Squamata;Colubridae;Eirenis;coronelloides
R63;Reptilia;Squamata;Colubridae;Eirenis;decemlineatus
R64;Reptilia;Squamata;Colubridae;Eirenis;eiselti
R65;Reptilia;Squamata;Colubridae;Eirenis;hakkariensis
R66;Reptilia;Squamata;Colubridae;Eirenis;levantinus
R67;Reptilia;Squamata;Colubridae;Eirenis;lineomaculatus
R73;Reptilia;Squamata;Colubridae;Eirenis;medus
R68;Reptilia;Squamata;Colubridae;Eirenis;modestus
R69;Reptilia;Squamata;Colubridae;Eirenis;punctatolineatus
R70;Reptilia;Squamata;Colubridae;Eirenis;rothi
R71;Reptilia;Squamata;Colubridae;Eirenis;thospitis
R72;Reptilia;Squamata;Colubridae;Elaphe;dione
R77;Reptilia;Squamata;Colubridae;Elaphe;quatuorlineata
R226;Reptilia;Squamata;Colubridae;Elaphe;sauromates
R223;Reptilia;Squamata;Colubridae;Hemorrhois;algirus
R103;Reptilia;Squamata;Colubridae;Hemorrhois;hippocrepis
R222;Reptilia;Squamata;Colubridae;Hemorrhois;nummifer
R230;Reptilia;Squamata;Colubridae;Hemorrhois;ravergieri
R105;Reptilia;Squamata;Colubridae;Hierophis;gemonensis
R224;Reptilia;Squamata;Colubridae;Hierophis;gyarosensis
R106;Reptilia;Squamata;Colubridae;Hierophis;viridiflavus
R143;Reptilia;Squamata;Colubridae;Macroprotodon;brevis
R144;Reptilia;Squamata;Colubridae;Macroprotodon;cucullatus
R251;Reptilia;Squamata;Colubridae;Macroprotodon;mauritanicus
R147;Reptilia;Squamata;Colubridae;Malpolon;monspessulanus
R154;Reptilia;Squamata;Colubridae;Natrix;maura
R155;Reptilia;Squamata;Colubridae;Natrix;natrix
R156;Reptilia;Squamata;Colubridae;Natrix;tesselleta
R61;Reptilia;Squamata;Colubridae;Platyceps;collaris
R163;Reptilia;Squamata;Colubridae;Platyceps;najadum
R231;Reptilia;Squamata;Colubridae;Platyceps;ventromaculatus
R232;Reptilia;Squamata;Colubridae;Pseudocyclophis;persicus
R78;Reptilia;Squamata;Colubridae;Rhinechis;scalaris
R249;Reptilia;Squamata;Colubridae;Rhynchocalamus;barani
R233;Reptilia;Squamata;Colubridae;Rhynchocalamus;melanocephalus
R250;Reptilia;Squamata;Colubridae;Rhynchocalamus;melanocephalus
R234;Reptilia;Squamata;Colubridae;Spalerosophis;diadema
R195;Reptilia;Squamata;Colubridae;Telescopus;fallax
R246;Reptilia;Squamata;Colubridae;Telescopus;nigriceps
R74;Reptilia;Squamata;Colubridae;Zamenis;hohenackeri
R75;Reptilia;Squamata;Colubridae;Zamenis;lineatus
R76;Reptilia;Squamata;Colubridae;Zamenis;longissimus
R241;Reptilia;Squamata;Colubridae;Zamenis;persica
R79;Reptilia;Squamata;Colubridae;Zamenis;situla
R12;Reptilia;Squamata;Gekkonidae;Alsophylax;pipiens
R16;Reptilia;Squamata;Gekkonidae;Asaccus;elisae
R30;Reptilia;Squamata;Gekkonidae;Cyrtopodion;caspium
R31;Reptilia;Squamata;Gekkonidae;Cyrtopodion;heterocercum
R32;Reptilia;Squamata;Gekkonidae;Cyrtopodion;kotschyi
R33;Reptilia;Squamata;Gekkonidae;Cyrtopodion;russowii
R34;Reptilia;Squamata;Gekkonidae;Cyrtopodion;scabrum
R235;Reptilia;Squamata;Gekkonidae;Eublepharis;angramainyu
R90;Reptilia;Squamata;Gekkonidae;Euleptes;europaea
R102;Reptilia;Squamata;Gekkonidae;Hemidactylus;turcicus
R228;Reptilia;Squamata;Gekkonidae;Stenodactylus;grandiceps
R189;Reptilia;Squamata;Gekkonidae;Tarentola;angustimentalis
R190;Reptilia;Squamata;Gekkonidae;Tarentola;bischoffi
R191;Reptilia;Squamata;Gekkonidae;Tarentola;boettgeri
R192;Reptilia;Squamata;Gekkonidae;Tarentola;delalandii
R193;Reptilia;Squamata;Gekkonidae;Tarentola;gomerensis
R194;Reptilia;Squamata;Gekkonidae;Tarentola;mauritanica
R229;Reptilia;Squamata;Lacertidae;Acanthodactylus;boskianus
R6;Reptilia;Squamata;Lacertidae;Acanthodactylus;erythrurus
R7;Reptilia;Squamata;Lacertidae;Acanthodactylus;schreiberi
R8;Reptilia;Squamata;Lacertidae;Algyroides;fitzingeri
R9;Reptilia;Squamata;Lacertidae;Algyroides;marchi
R10;Reptilia;Squamata;Lacertidae;Algyroides;moreoticus
R11;Reptilia;Squamata;Lacertidae;Algyroides;nigropunctatus
R116;Reptilia;Squamata;Lacertidae;Anatolacerta;anatolica
R120;Reptilia;Squamata;Lacertidae;Anatolacerta;danfordi
R127;Reptilia;Squamata;Lacertidae;Anatolacerta;oertzeni
R118;Reptilia;Squamata;Lacertidae;Apathya;cappadocica
R15;Reptilia;Squamata;Lacertidae;Archaeolacerta;bedriagae
R128;Reptilia;Squamata;Lacertidae;Dalmatolacerta;oxycephala
R35;Reptilia;Squamata;Lacertidae;Darevskia;alpina
R36;Reptilia;Squamata;Lacertidae;Darevskia;armeniaca
R37;Reptilia;Squamata;Lacertidae;Darevskia;bendimahiensis
R38;Reptilia;Squamata;Lacertidae;Darevskia;brauneri
R39;Reptilia;Squamata;Lacertidae;Darevskia;caucasica
R188;Reptilia;Squamata;Lacertidae;Darevskia;chlorogaster
R40;Reptilia;Squamata;Lacertidae;Darevskia;clarkorum
R41;Reptilia;Squamata;Lacertidae;Darevskia;daghestanica
R42;Reptilia;Squamata;Lacertidae;Darevskia;dahli
R43;Reptilia;Squamata;Lacertidae;Darevskia;derjugini
R44;Reptilia;Squamata;Lacertidae;Darevskia;dryada
R45;Reptilia;Squamata;Lacertidae;Darevskia;lindholmi
R46;Reptilia;Squamata;Lacertidae;Darevskia;mixta
R47;Reptilia;Squamata;Lacertidae;Darevskia;nairensis
R48;Reptilia;Squamata;Lacertidae;Darevskia;parvula
R49;Reptilia;Squamata;Lacertidae;Darevskia;portschinskii
R50;Reptilia;Squamata;Lacertidae;Darevskia;praticola
R51;Reptilia;Squamata;Lacertidae;Darevskia;raddei
R52;Reptilia;Squamata;Lacertidae;Darevskia;rostombekovi
R53;Reptilia;Squamata;Lacertidae;Darevskia;rudis
R54;Reptilia;Squamata;Lacertidae;Darevskia;sapphirina
R55;Reptilia;Squamata;Lacertidae;Darevskia;saxicola
R56;Reptilia;Squamata;Lacertidae;Darevskia;unisexualis
R57;Reptilia;Squamata;Lacertidae;Darevskia;uzzelli
R58;Reptilia;Squamata;Lacertidae;Darevskia;valentini
R126;Reptilia;Squamata;Lacertidae;Dinarolacerta;montenegrina
R125;Reptilia;Squamata;Lacertidae;Dinarolacerta;mosorensis
R81;Reptilia;Squamata;Lacertidae;Eremias;arguta
R82;Reptilia;Squamata;Lacertidae;Eremias;intermedia
R239;Reptilia;Squamata;Lacertidae;Eremias;persica
R83;Reptilia;Squamata;Lacertidae;Eremias;pleskei
R84;Reptilia;Squamata;Lacertidae;Eremias;scripta
R85;Reptilia;Squamata;Lacertidae;Eremias;strauchi
R86;Reptilia;Squamata;Lacertidae;Eremias;suphani
R87;Reptilia;Squamata;Lacertidae;Eremias;velox
R92;Reptilia;Squamata;Lacertidae;Gallotia;atlantica
R93;Reptilia;Squamata;Lacertidae;Gallotia;auaritae
R94;Reptilia;Squamata;Lacertidae;Gallotia;bravoana
R95;Reptilia;Squamata;Lacertidae;Gallotia;caesaris
R96;Reptilia;Squamata;Lacertidae;Gallotia;galloti
R97;Reptilia;Squamata;Lacertidae;Gallotia;intermedia
R98;Reptilia;Squamata;Lacertidae;Gallotia;simonyi
R99;Reptilia;Squamata;Lacertidae;Gallotia;stehlini
R101;Reptilia;Squamata;Lacertidae;Hellenolacerta;graeca
R107;Reptilia;Squamata;Lacertidae;Iberolacerta;aranica
R108;Reptilia;Squamata;Lacertidae;Iberolacerta;aurelioi
R109;Reptilia;Squamata;Lacertidae;Iberolacerta;bonnali
R110;Reptilia;Squamata;Lacertidae;Iberolacerta;cyreni
R111;Reptilia;Squamata;Lacertidae;Iberolacerta;galani
R112;Reptilia;Squamata;Lacertidae;Iberolacerta;horvathi
R113;Reptilia;Squamata;Lacertidae;Iberolacerta;martinezricai
R114;Reptilia;Squamata;Lacertidae;Iberolacerta;monticola
R164;Reptilia;Squamata;Lacertidae;Iranolacerta;brandtii
R115;Reptilia;Squamata;Lacertidae;Lacerta;agilis
R117;Reptilia;Squamata;Lacertidae;Lacerta;bilineata
R124;Reptilia;Squamata;Lacertidae;Lacerta;media
R129;Reptilia;Squamata;Lacertidae;Lacerta;pamphylica
R132;Reptilia;Squamata;Lacertidae;Lacerta;schreiberi
R133;Reptilia;Squamata;Lacertidae;Lacerta;strigata
R134;Reptilia;Squamata;Lacertidae;Lacerta;trilineata
R136;Reptilia;Squamata;Lacertidae;Lacerta;viridis
R245;Reptilia;Squamata;Lacertidae;Mesalina;brevirostris
R158;Reptilia;Squamata;Lacertidae;Ophisops;elegans
R130;Reptilia;Squamata;Lacertidae;Parvilacerta;parva
R119;Reptilia;Squamata;Lacertidae;Phoenicolacerta;cyanisparsa
R122;Reptilia;Squamata;Lacertidae;Phoenicolacerta;laevis
R135;Reptilia;Squamata;Lacertidae;Phoenicolacerta;troodica
R165;Reptilia;Squamata;Lacertidae;Podarcis;atrata
R166;Reptilia;Squamata;Lacertidae;Podarcis;bocagei
R167;Reptilia;Squamata;Lacertidae;Podarcis;carbonelli
R168;Reptilia;Squamata;Lacertidae;Podarcis;erhardii
R169;Reptilia;Squamata;Lacertidae;Podarcis;filfolensis
R170;Reptilia;Squamata;Lacertidae;Podarcis;gaigeae
R171;Reptilia;Squamata;Lacertidae;Podarcis;hispanica
R172;Reptilia;Squamata;Lacertidae;Podarcis;lilfordi
R173;Reptilia;Squamata;Lacertidae;Podarcis;melisellensis
R174;Reptilia;Squamata;Lacertidae;Podarcis;milensis
R175;Reptilia;Squamata;Lacertidae;Podarcis;muralis
R176;Reptilia;Squamata;Lacertidae;Podarcis;peloponnesiaca
R177;Reptilia;Squamata;Lacertidae;Podarcis;pityusensis
R178;Reptilia;Squamata;Lacertidae;Podarcis;raffonei
R179;Reptilia;Squamata;Lacertidae;Podarcis;sicula
R180;Reptilia;Squamata;Lacertidae;Podarcis;taurica
R181;Reptilia;Squamata;Lacertidae;Podarcis;tiliguerta
R182;Reptilia;Squamata;Lacertidae;Podarcis;vaucheri
R183;Reptilia;Squamata;Lacertidae;Podarcis;wagleriana
R253;Reptilia;Squamata;Lacertidae;Psammodromus;jeanneae
R184;Reptilia;Squamata;Lacertidae;Psammodromus;manuelae
R185;Reptilia;Squamata;Lacertidae;Psammodromus;hispanicus
R121;Reptilia;Squamata;Lacertidae;Teira;dugesii
R123;Reptilia;Squamata;Lacertidae;Timon;lepidus
R131;Reptilia;Squamata;Lacertidae;Timon;princeps
R137;Reptilia;Squamata;Lacertidae;Zootoca;vivipara
R140;Reptilia;Squamata;Leptotyphlopidae;Leptotyphlops;macrorhynchus
R1;Reptilia;Squamata;Scincidae;Ablepharus;bivittatus
R2;Reptilia;Squamata;Scincidae;Ablepharus;budaki
R3;Reptilia;Squamata;Scincidae;Ablepharus;chernovi
R4;Reptilia;Squamata;Scincidae;Ablepharus;kitaibelii
R5;Reptilia;Squamata;Scincidae;Ablepharus;pannonicus
R238;Reptilia;Squamata;Scincidae;Acanthodactylus;grandis
R237;Reptilia;Squamata;Scincidae;Acanthodactylus;harranensis
R19;Reptilia;Squamata;Scincidae;Chalcides;bedriagai
R20;Reptilia;Squamata;Scincidae;Chalcides;bistriatus
R21;Reptilia;Squamata;Scincidae;Chalcides;chalcides
R22;Reptilia;Squamata;Scincidae;Chalcides;ocellatus
R23;Reptilia;Squamata;Scincidae;Chalcides;sexlineatus
R24;Reptilia;Squamata;Scincidae;Chalcides;simonyi
R25;Reptilia;Squamata;Scincidae;Chalcides;striatus
R26;Reptilia;Squamata;Scincidae;Chalcides;viridanus
R91;Reptilia;Squamata;Scincidae;Eumeces;schneideri
R157;Reptilia;Squamata;Scincidae;Ophiomorus;punctatissimus
R141;Reptilia;Squamata;Scincidae;Trachylepis;aurata
R236;Reptilia;Squamata;Scincidae;Trachylepis;septemtaeniata
R142;Reptilia;Squamata;Scincidae;Trachylepis;vittata
R203;Reptilia;Squamata;Typhlopidae;Typhlops;vermicularis
R248;Reptilia;Squamata;Typhlopoidea;Rhinotyphlops;episcopus
R204;Reptilia;Squamata;Varanidae;Varanus;griseus
R100;Reptilia;Squamata;Viperidae;Gloydius;intermedius
R145;Reptilia;Squamata;Viperidae;Macrovipera;lebetina
R146;Reptilia;Squamata;Viperidae;Macrovipera;schweizeri
R205;Reptilia;Squamata;Viperidae;Montivipera;albizona
R209;Reptilia;Squamata;Viperidae;Montivipera;bulgardaghica
R151;Reptilia;Squamata;Viperidae;Montivipera;raddei
R152;Reptilia;Squamata;Viperidae;Montivipera;wagneri
R153;Reptilia;Squamata;Viperidae;Montivipera;xanthina
R247;Reptilia;Squamata;Viperidae;Pseudocerastes;persicus
R206;Reptilia;Squamata;Viperidae;Vipera;ammodytes
R207;Reptilia;Squamata;Viperidae;Vipera;aspis
R208;Reptilia;Squamata;Viperidae;Vipera;berus
R210;Reptilia;Squamata;Viperidae;Vipera;darevskii
R211;Reptilia;Squamata;Viperidae;Vipera;dinniki
R240;Reptilia;Squamata;Viperidae;Vipera;eriwanensis
R212;Reptilia;Squamata;Viperidae;Vipera;kaznakovi
R213;Reptilia;Squamata;Viperidae;Vipera;latastei
R242;Reptilia;Squamata;Viperidae;Vipera;lotievi
R214;Reptilia;Squamata;Viperidae;Vipera;nikolskii
R215;Reptilia;Squamata;Viperidae;Vipera;pontica
R227;Reptilia;Squamata;Viperidae;Vipera;renardi
R217;Reptilia;Squamata;Viperidae;Vipera;seoanei
R216;Reptilia;Squamata;Viperidae;Vipera;transcaucasiana
R218;Reptilia;Squamata;Viperidae;Vipera;ursinii
R80;Reptilia;Testudines;Emydidae;Emys;orbicularis
R198;Reptilia;Testudines;Emydidae;Emys;trinacris
R148;Reptilia;Testudines;Geoemydidae;Mauremys;caspica
R149;Reptilia;Testudines;Geoemydidae;Mauremys;leprosa
R150;Reptilia;Testudines;Geoemydidae;Mauremys;rivulata
R196;Reptilia;Testudines;Testudinidae;Testudo;graeca
R197;Reptilia;Testudines;Testudinidae;Testudo;hermanni
R199;Reptilia;Testudines;Testudinidae;Testudo;marginata
R187;Reptilia;Testudines;Trionychidae;Rafetus;euphraticus
R202;Reptilia;Testudines;Trionychidae;Trionyx;triunguis
